,year,term,cluster,cluster_name,unique_cluster_name
408,2020,at_least_three_network,2,CLASSIFICATION AND PREDICTION TASK,2020 2
409,2021,globe_newswire,2,FACEBOOK RESEARCHER,2021 2
410,2021,information,6,BLOG POST,2021 6
411,2021,time,1,DEBUG HARDWARE,2021 1
412,2021,press_release,6,BLOG POST,2021 6
413,2021,full_report,2,FACEBOOK RESEARCHER,2021 2
414,2021,real_world,8,REAL WORLD,2021 8
415,2021,forecast_period,9,E COMMERCE,2021 9
416,2021,large_amount,8,REAL WORLD,2021 8
417,2021,artificial_intelligence,3,COMPUTER VISION,2021 3
418,2021,co_founder,6,BLOG POST,2021 6
419,2021,machine_learning,3,COMPUTER VISION,2021 3
420,2021,research_team,2,FACEBOOK RESEARCHER,2021 2
421,2021,real_time_object_detection,3,COMPUTER VISION,2021 3
422,2021,meaningful_information,3,COMPUTER VISION,2021 3
423,2021,data_science,8,REAL WORLD,2021 8
424,2021,broad_range,8,REAL WORLD,2021 8
425,2021,market_growth,9,E COMMERCE,2021 9
426,2021,end_user,8,REAL WORLD,2021 8
427,2021,decision_making,8,REAL WORLD,2021 8
428,2021,increase_demand,8,REAL WORLD,2021 8
429,2021,kind,8,REAL WORLD,2021 8
430,2021,ai_system,8,REAL WORLD,2021 8
431,2021,financial_advisor,2,FACEBOOK RESEARCHER,2021 2
432,2021,investment_advice,2,FACEBOOK RESEARCHER,2021 2
433,2021,wide_variety,8,REAL WORLD,2021 8
434,2021,comment_section,6,BLOG POST,2021 6
435,2021,part,8,REAL WORLD,2021 8
436,2021,late_update,6,BLOG POST,2021 6
437,2021,blog_post,6,BLOG POST,2021 6
438,2021,e_commerce,9,E COMMERCE,2021 9
439,2021,result,7,ATTENTION MECHANISM,2021 7
440,2021,hybrid_model,7,ATTENTION MECHANISM,2021 7
441,2021,emerge_technology,8,REAL WORLD,2021 8
442,2021,customer_experience,9,E COMMERCE,2021 9
443,2021,automotive_industry,9,E COMMERCE,2021 9
444,2021,company_product,9,E COMMERCE,2021 9
445,2021,human_being,4,DOCUMENT CATEGORIZATION,2021 4
446,2021,mobile_app,6,BLOG POST,2021 6
447,2021,daily_life,8,REAL WORLD,2021 8
448,2021,data_scientist,8,REAL WORLD,2021 8
449,2021,computer_vision,3,COMPUTER VISION,2021 3
450,2021,autonomous_vehicle,3,COMPUTER VISION,2021 3
451,2021,informational_purpose,2,FACEBOOK RESEARCHER,2021 2
452,2021,electronic_device,8,REAL WORLD,2021 8
453,2021,early_detection,4,DOCUMENT CATEGORIZATION,2021 4
454,2021,paper,2,FACEBOOK RESEARCHER,2021 2
455,2021,analysis,5,CHALLENGE,2021 5
456,2021,grow_need,8,REAL WORLD,2021 8
457,2021,early_version,6,BLOG POST,2021 6
458,2021,facial_recognition,8,REAL WORLD,2021 8
459,2021,deep_learn_algorithm,3,COMPUTER VISION,2021 3
460,2021,augment_reality,8,REAL WORLD,2021 8
461,2021,neural_network,7,ATTENTION MECHANISM,2021 7
462,2021,fake_news,2,FACEBOOK RESEARCHER,2021 2
463,2021,potential_legal_action,2,FACEBOOK RESEARCHER,2021 2
464,2021,enforceable_claim,2,FACEBOOK RESEARCHER,2021 2
465,2021,the_session,4,DOCUMENT CATEGORIZATION,2021 4
466,2021,stage,1,DEBUG HARDWARE,2021 1
467,2021,digital_image,3,COMPUTER VISION,2021 3
468,2021,hot_area,5,CHALLENGE,2021 5
469,2021,crypto_product,2,FACEBOOK RESEARCHER,2021 2
470,2021,fraudulent_transaction,2,FACEBOOK RESEARCHER,2021 2
471,2021,look,6,BLOG POST,2021 6
472,2021,natural_language_processing,3,COMPUTER VISION,2021 3
473,2021,quality_control,3,COMPUTER VISION,2021 3
474,2021,self_drive_car,3,COMPUTER VISION,2021 3
475,2021,key_point,5,CHALLENGE,2021 5
476,2021,relevant_offer,9,E COMMERCE,2021 9
477,2021,high_accuracy,7,ATTENTION MECHANISM,2021 7
478,2021,application,3,COMPUTER VISION,2021 3
479,2021,training_dataset,7,ATTENTION MECHANISM,2021 7
480,2021,class_name,4,DOCUMENT CATEGORIZATION,2021 4
481,2021,software_engineer,8,REAL WORLD,2021 8
482,2021,engaging_online_community,4,DOCUMENT CATEGORIZATION,2021 4
483,2021,technical_expertise,8,REAL WORLD,2021 8
484,2021,false_positive,7,ATTENTION MECHANISM,2021 7
485,2021,source_code,8,REAL WORLD,2021 8
486,2021,food_delivery,0,SOTA RESULT,2021 0
487,2021,compute_power,8,REAL WORLD,2021 8
488,2021,fast_speed,8,REAL WORLD,2021 8
489,2021,32_gb,1,DEBUG HARDWARE,2021 1
490,2021,challenging_task,3,COMPUTER VISION,2021 3
491,2021,challenge,5,CHALLENGE,2021 5
492,2021,audio_recording,4,DOCUMENT CATEGORIZATION,2021 4
493,2021,conventional_speech_recognition,1,DEBUG HARDWARE,2021 1
494,2021,object,4,DOCUMENT CATEGORIZATION,2021 4
495,2021,value_chain,9,E COMMERCE,2021 9
496,2021,exact_location,4,DOCUMENT CATEGORIZATION,2021 4
497,2021,blur_face,4,DOCUMENT CATEGORIZATION,2021 4
498,2021,below_image,1,DEBUG HARDWARE,2021 1
499,2021,example,5,CHALLENGE,2021 5
500,2021,accurate_prediction,7,ATTENTION MECHANISM,2021 7
501,2021,advanced_driver_assistance_system,3,COMPUTER VISION,2021 3
502,2021,medical_imaging,3,COMPUTER VISION,2021 3
503,2021,discord_server,2,FACEBOOK RESEARCHER,2021 2
504,2021,credit_history,2,FACEBOOK RESEARCHER,2021 2
505,2021,lidar_sensor,3,COMPUTER VISION,2021 3
506,2021,basic_understanding,5,CHALLENGE,2021 5
507,2021,facebook_researcher,2,FACEBOOK RESEARCHER,2021 2
508,2021,amazon_alexa,6,BLOG POST,2021 6
509,2021,author_opinion,5,CHALLENGE,2021 5
510,2021,fine_tuning,7,ATTENTION MECHANISM,2021 7
511,2021,follow_command,1,DEBUG HARDWARE,2021 1
512,2021,10_different_class,2,FACEBOOK RESEARCHER,2021 2
513,2021,error_rate,7,ATTENTION MECHANISM,2021 7
514,2021,above_video,6,BLOG POST,2021 6
515,2021,our_telegram_group,0,SOTA RESULT,2021 0
516,2021,dark_skin,2,FACEBOOK RESEARCHER,2021 2
517,2021,computational_cost,7,ATTENTION MECHANISM,2021 7
518,2021,convolutional_layer,7,ATTENTION MECHANISM,2021 7
519,2021,detection_pipeline,1,DEBUG HARDWARE,2021 1
520,2021,disabled_child,4,DOCUMENT CATEGORIZATION,2021 4
521,2021,crucial_issue,5,CHALLENGE,2021 5
522,2021,binary_language,1,DEBUG HARDWARE,2021 1
523,2021,beginner_guide,2,FACEBOOK RESEARCHER,2021 2
524,2021,popular_newsletter,2,FACEBOOK RESEARCHER,2021 2
525,2021,aircraft_engine,1,DEBUG HARDWARE,2021 1
526,2021,weekly_ai_update,0,SOTA RESULT,2021 0
527,2021,generative_adversarial_network,7,ATTENTION MECHANISM,2021 7
528,2021,dl_technique,3,COMPUTER VISION,2021 3
529,2021,correct_label,4,DOCUMENT CATEGORIZATION,2021 4
530,2021,email_sign,2,FACEBOOK RESEARCHER,2021 2
531,2021,digital_payment_platform,9,E COMMERCE,2021 9
532,2021,semantic_segmentation,7,ATTENTION MECHANISM,2021 7
533,2021,3d_insight,4,DOCUMENT CATEGORIZATION,2021 4
534,2021,empirical_study,5,CHALLENGE,2021 5
535,2021,above_mention_problem,5,CHALLENGE,2021 5
536,2021,black_friend,2,FACEBOOK RESEARCHER,2021 2
537,2021,loss_function,7,ATTENTION MECHANISM,2021 7
538,2021,code_and_pretrained_model,1,DEBUG HARDWARE,2021 1
539,2021,acne_treatment,2,FACEBOOK RESEARCHER,2021 2
540,2021,below_table,0,SOTA RESULT,2021 0
541,2021,apple_siri,6,BLOG POST,2021 6
542,2021,active_control,1,DEBUG HARDWARE,2021 1
543,2021,self_supervise_learning,7,ATTENTION MECHANISM,2021 7
544,2021,city_square,5,CHALLENGE,2021 5
545,2021,bounding_box,7,ATTENTION MECHANISM,2021 7
546,2021,attention_mechanism,7,ATTENTION MECHANISM,2021 7
547,2021,autonomy_level,4,DOCUMENT CATEGORIZATION,2021 4
548,2021,business_in situation,5,CHALLENGE,2021 5
549,2021,desire_output,7,ATTENTION MECHANISM,2021 7
550,2021,mask_r_cnn,7,ATTENTION MECHANISM,2021 7
551,2021,debug_hardware,1,DEBUG HARDWARE,2021 1
552,2021,computer_vision_challenge,1,DEBUG HARDWARE,2021 1
553,2021,convolution_operation,7,ATTENTION MECHANISM,2021 7
554,2021,picture,4,DOCUMENT CATEGORIZATION,2021 4
555,2021,directional_change,4,DOCUMENT CATEGORIZATION,2021 4
556,2021,environmental_sense_platform,0,SOTA RESULT,2021 0
557,2021,college_party,2,FACEBOOK RESEARCHER,2021 2
558,2021,chris_b_nsf,1,DEBUG HARDWARE,2021 1
559,2021,extensive_experiment,7,ATTENTION MECHANISM,2021 7
560,2021,microsoft_cortana,6,BLOG POST,2021 6
561,2021,feature_map,7,ATTENTION MECHANISM,2021 7
562,2021,credit_card_theft,2,FACEBOOK RESEARCHER,2021 2
563,2021,top_1_accuracy,7,ATTENTION MECHANISM,2021 7
564,2021,feather_boa,2,FACEBOOK RESEARCHER,2021 2
565,2021,complicated_endeavor,4,DOCUMENT CATEGORIZATION,2021 4
566,2021,final_demise,0,SOTA RESULT,2021 0
567,2021,knowledge_distillation,7,ATTENTION MECHANISM,2021 7
568,2021,ad_solution,2,FACEBOOK RESEARCHER,2021 2
569,2021,domain_adaptation,7,ATTENTION MECHANISM,2021 7
570,2021,connectivity_pattern,4,DOCUMENT CATEGORIZATION,2021 4
571,2021,github,0,SOTA RESULT,2021 0
572,2021,ms_coco_dataset,7,ATTENTION MECHANISM,2021 7
573,2021,equivalent_outcome,4,DOCUMENT CATEGORIZATION,2021 4
574,2021,distribution_shift,4,DOCUMENT CATEGORIZATION,2021 4
575,2021,andrej_karpathy,2,FACEBOOK RESEARCHER,2021 2
576,2021,1000_class,1,DEBUG HARDWARE,2021 1
577,2021,a.i._platform,2,FACEBOOK RESEARCHER,2021 2
578,2021,sota_result,0,SOTA RESULT,2021 0
579,2021,3d_perception_software,1,DEBUG HARDWARE,2021 1
580,2021,3_d_modeling,3,COMPUTER VISION,2021 3
581,2021,defect_identification,3,COMPUTER VISION,2021 3
582,2021,double_blind_review,2,FACEBOOK RESEARCHER,2021 2
583,2021,consumer_money_transfer,0,SOTA RESULT,2021 0
584,2021,follow_character,0,SOTA RESULT,2021 0
585,2021,communication_impairment,4,DOCUMENT CATEGORIZATION,2021 4
586,2021,countless_other_task,2,FACEBOOK RESEARCHER,2021 2
587,2021,data_annotation_service,0,SOTA RESULT,2021 0
588,2021,company_late_prototype,2,FACEBOOK RESEARCHER,2021 2
589,2021,five_possibility,1,DEBUG HARDWARE,2021 1
590,2021,cloud_base_image_processing,0,SOTA RESULT,2021 0
591,2021,document_categorization,4,DOCUMENT CATEGORIZATION,2021 4
592,2021,environmental_sense_solution,0,SOTA RESULT,2021 0
593,2021,"50,000_training_image",1,DEBUG HARDWARE,2021 1
594,2021,linear_probing,1,DEBUG HARDWARE,2021 1
595,2021,deep_learning_trend,0,SOTA RESULT,2021 0
596,2021,decrease_maintenance,1,DEBUG HARDWARE,2021 1
597,2021,155_fps,0,SOTA RESULT,2021 0
598,2021,common_image_corruption,0,SOTA RESULT,2021 0
599,2021,issue,2,FACEBOOK RESEARCHER,2021 2
600,2021,blurring_face,0,SOTA RESULT,2021 0
601,2021,crowd_surveillance,3,COMPUTER VISION,2021 3
602,2021,fashion_mnist,7,ATTENTION MECHANISM,2021 7
603,2021,class_token,0,SOTA RESULT,2021 0
604,2021,detection_lock,0,SOTA RESULT,2021 0
605,2021,considerable_series,0,SOTA RESULT,2021 0
606,2021,"10,000_test_image",0,SOTA RESULT,2021 0
607,2021,detect_developmental_delay,0,SOTA RESULT,2021 0
608,2021,bayesian_equivalent,1,DEBUG HARDWARE,2021 1
609,2021,complementary_flow,1,DEBUG HARDWARE,2021 1
610,2021,300_million_image,1,DEBUG HARDWARE,2021 1
611,2021,10_scene_category,0,SOTA RESULT,2021 0
612,2022,globe_newswire,7,RESULT,2022 7
613,2022,information,2,GROW DEMAND,2022 2
614,2022,result,7,RESULT,2022 7
615,2022,forward_look_statement,7,RESULT,2022 7
616,2022,forecast_period,2,GROW DEMAND,2022 2
617,2022,factor,5,CHALLENGE,2022 5
618,2022,research,2,GROW DEMAND,2022 2
619,2022,market_size,5,CHALLENGE,2022 5
620,2022,real_time,8,APPLICATION,2022 8
621,2022,end_user,2,GROW DEMAND,2022 2
622,2022,undue_reliance,7,RESULT,2022 7
623,2022,artificial_intelligence,9,COMPUTER VISION,2022 9
624,2022,key_player,2,GROW DEMAND,2022 2
625,2022,co_founder,2,GROW DEMAND,2022 2
626,2022,industry_leader,2,GROW DEMAND,2022 2
627,2022,machine_learning,9,COMPUTER VISION,2022 9
628,2022,recent_development,8,APPLICATION,2022 8
629,2022,type,8,APPLICATION,2022 8
630,2022,practice,2,GROW DEMAND,2022 2
631,2022,applicable_law,7,RESULT,2022 7
632,2022,public_health,5,CHALLENGE,2022 5
633,2022,decision_making,5,CHALLENGE,2022 5
634,2022,step,8,APPLICATION,2022 8
635,2022,researchandmarkets.com_offering,2,GROW DEMAND,2022 2
636,2022,grow_demand,2,GROW DEMAND,2022 2
637,2022,important_part,5,CHALLENGE,2022 5
638,2022,investment_advice,7,RESULT,2022 7
639,2022,provider,2,GROW DEMAND,2022 2
640,2022,large_amount,8,APPLICATION,2022 8
641,2022,object,4,POSE ESTIMATION,2022 4
642,2022,covid_19_impact,2,GROW DEMAND,2022 2
643,2022,compound_annual_growth_rate,2,GROW DEMAND,2022 2
644,2022,mobile_device,0,OPEN SOURCE FRAMEWORK,2022 0
645,2022,deep_understanding,5,CHALLENGE,2022 5
646,2022,data_science,9,COMPUTER VISION,2022 9
647,2022,high_performance,8,APPLICATION,2022 8
648,2022,emerge_technology,5,CHALLENGE,2022 5
649,2022,ai_system,5,CHALLENGE,2022 5
650,2022,challenge,5,CHALLENGE,2022 5
651,2022,crucial_form,5,CHALLENGE,2022 5
652,2022,base_model,8,APPLICATION,2022 8
653,2022,operational_efficiency,5,CHALLENGE,2022 5
654,2022,computer_vision,9,COMPUTER VISION,2022 9
655,2022,significant_improvement,8,APPLICATION,2022 8
656,2022,informational_purpose,7,RESULT,2022 7
657,2022,renewable_energy_source,1,CONSTANT,2022 1
658,2022,human_brain,5,CHALLENGE,2022 5
659,2022,inherent_risk,5,CHALLENGE,2022 5
660,2022,autonomous_vehicle,9,COMPUTER VISION,2022 9
661,2022,financial_expert,7,RESULT,2022 7
662,2022,application,8,APPLICATION,2022 8
663,2022,power_consumption,8,APPLICATION,2022 8
664,2022,above_image,4,POSE ESTIMATION,2022 4
665,2022,potential_legal_action,7,RESULT,2022 7
666,2022,weekly_dose,1,CONSTANT,2022 1
667,2022,quantum_computing,8,APPLICATION,2022 8
668,2022,customer_engagement,5,CHALLENGE,2022 5
669,2022,natural_language_processing,9,COMPUTER VISION,2022 9
670,2022,spot,3,ACCURATE DISTANCE MEASUREMENT,2022 3
671,2022,enforceable_claim,7,RESULT,2022 7
672,2022,effective_tool,5,CHALLENGE,2022 5
673,2022,facial_recognition,4,POSE ESTIMATION,2022 4
674,2022,reason,2,GROW DEMAND,2022 2
675,2022,quality_control,5,CHALLENGE,2022 5
676,2022,neural_network,6,GENERALIZATION,2022 6
677,2022,specific_task,8,APPLICATION,2022 8
678,2022,production_line,5,CHALLENGE,2022 5
679,2022,algorithm_ability,6,GENERALIZATION,2022 6
680,2022,low_latency,8,APPLICATION,2022 8
681,2022,one,8,APPLICATION,2022 8
682,2022,surveillance_camera,4,POSE ESTIMATION,2022 4
683,2022,mapping_data,0,OPEN SOURCE FRAMEWORK,2022 0
684,2022,flagship_product,2,GROW DEMAND,2022 2
685,2022,digital_signal_processing,8,APPLICATION,2022 8
686,2022,telecommunication_infrastructure,5,CHALLENGE,2022 5
687,2022,unexpected_cost,5,CHALLENGE,2022 5
688,2022,self_drive_car,9,COMPUTER VISION,2022 9
689,2022,industrial_automation,5,CHALLENGE,2022 5
690,2022,store_performance,5,CHALLENGE,2022 5
691,2022,similar_feature,8,APPLICATION,2022 8
692,2022,cv_task,1,CONSTANT,2022 1
693,2022,security_regulator,7,RESULT,2022 7
694,2022,computer_vision_product,2,GROW DEMAND,2022 2
695,2022,unmanned_aerial_vehicle,9,COMPUTER VISION,2022 9
696,2022,email_sign,1,CONSTANT,2022 1
697,2022,10th_anniversary,2,GROW DEMAND,2022 2
698,2022,face_detection,4,POSE ESTIMATION,2022 4
699,2022,computational_cost,6,GENERALIZATION,2022 6
700,2022,precision_sensor,3,ACCURATE DISTANCE MEASUREMENT,2022 3
701,2022,previous_close,7,RESULT,2022 7
702,2022,medical_imaging,9,COMPUTER VISION,2022 9
703,2022,smart_manufacturing,5,CHALLENGE,2022 5
704,2022,improve_resolution,3,ACCURATE DISTANCE MEASUREMENT,2022 3
705,2022,rise_percentage,2,GROW DEMAND,2022 2
706,2022,constant,1,CONSTANT,2022 1
707,2022,grid_frequency,1,CONSTANT,2022 1
708,2022,resource_management,5,CHALLENGE,2022 5
709,2022,general_idea,8,APPLICATION,2022 8
710,2022,flat_surface,3,ACCURATE DISTANCE MEASUREMENT,2022 3
711,2022,hybrid_approach,6,GENERALIZATION,2022 6
712,2022,comparative_analysis,8,APPLICATION,2022 8
713,2022,personal_and_professional_life,5,CHALLENGE,2022 5
714,2022,fine_tuning,8,APPLICATION,2022 8
715,2022,regulatory_restriction,5,CHALLENGE,2022 5
716,2022,rapid_shift,5,CHALLENGE,2022 5
717,2022,modern_business,5,CHALLENGE,2022 5
718,2022,external_environment,5,CHALLENGE,2022 5
719,2022,python_library,0,OPEN SOURCE FRAMEWORK,2022 0
720,2022,visual_information,4,POSE ESTIMATION,2022 4
721,2022,proprietary_software_suite,2,GROW DEMAND,2022 2
722,2022,aspect_ratio,3,ACCURATE DISTANCE MEASUREMENT,2022 3
723,2022,efficient_solution,6,GENERALIZATION,2022 6
724,2022,recent_filing,7,RESULT,2022 7
725,2022,inspection_procedure,5,CHALLENGE,2022 5
726,2022,open_source_framework,0,OPEN SOURCE FRAMEWORK,2022 0
727,2022,convolutional_layer,6,GENERALIZATION,2022 6
728,2022,save_time,5,CHALLENGE,2022 5
729,2022,popular_newsletter,1,CONSTANT,2022 1
730,2022,weekly_ai_update,2,GROW DEMAND,2022 2
731,2022,class_service,2,GROW DEMAND,2022 2
732,2022,critical_phenomenon,8,APPLICATION,2022 8
733,2022,follow_line,8,APPLICATION,2022 8
734,2022,empirical_study,8,APPLICATION,2022 8
735,2022,complete_repository,0,OPEN SOURCE FRAMEWORK,2022 0
736,2022,contribution,8,APPLICATION,2022 8
737,2022,10_student,0,OPEN SOURCE FRAMEWORK,2022 0
738,2022,additional_investor_information,1,CONSTANT,2022 1
739,2022,ground_truth,6,GENERALIZATION,2022 6
740,2022,semantic_segmentation,4,POSE ESTIMATION,2022 4
741,2022,award_win_industry_leader,7,RESULT,2022 7
742,2022,discrete_item,0,OPEN SOURCE FRAMEWORK,2022 0
743,2022,light_ray,3,ACCURATE DISTANCE MEASUREMENT,2022 3
744,2022,transformer_architecture,6,GENERALIZATION,2022 6
745,2022,surveying_market,2,GROW DEMAND,2022 2
746,2022,loss_function,6,GENERALIZATION,2022 6
747,2022,self_supervise_learning,6,GENERALIZATION,2022 6
748,2022,3d_reconstruction,3,ACCURATE DISTANCE MEASUREMENT,2022 3
749,2022,use_case,0,OPEN SOURCE FRAMEWORK,2022 0
750,2022,crop_monitoring,9,COMPUTER VISION,2022 9
751,2022,github,0,OPEN SOURCE FRAMEWORK,2022 0
752,2022,11_title,1,CONSTANT,2022 1
753,2022,self_attention,6,GENERALIZATION,2022 6
754,2022,simultaneous_localization,9,COMPUTER VISION,2022 9
755,2022,manufacturing_and_distribution_industry,2,GROW DEMAND,2022 2
756,2022,bounding_box,4,POSE ESTIMATION,2022 4
757,2022,coco_dataset,6,GENERALIZATION,2022 6
758,2022,both_land,9,COMPUTER VISION,2022 9
759,2022,fish_eye,3,ACCURATE DISTANCE MEASUREMENT,2022 3
760,2022,pose_estimation,4,POSE ESTIMATION,2022 4
761,2022,grade_refractive_index,3,ACCURATE DISTANCE MEASUREMENT,2022 3
762,2022,virtual_or_augmented_reality,0,OPEN SOURCE FRAMEWORK,2022 0
763,2022,pixel_value,4,POSE ESTIMATION,2022 4
764,2022,11.1_point,1,CONSTANT,2022 1
765,2022,automobile_tire,3,ACCURATE DISTANCE MEASUREMENT,2022 3
766,2022,spherical_structure,3,ACCURATE DISTANCE MEASUREMENT,2022 3
767,2022,inference_speed,6,GENERALIZATION,2022 6
768,2022,numerical_computation,8,APPLICATION,2022 8
769,2022,fiddler_crab,1,CONSTANT,2022 1
770,2022,crowd_gathering,7,RESULT,2022 7
771,2022,barcode_reading,3,ACCURATE DISTANCE MEASUREMENT,2022 3
772,2022,micro_lens,3,ACCURATE DISTANCE MEASUREMENT,2022 3
773,2022,residual_block,4,POSE ESTIMATION,2022 4
774,2022,top_1_accuracy,6,GENERALIZATION,2022 6
775,2022,article,7,RESULT,2022 7
776,2022,accurate_distance_measurement,3,ACCURATE DISTANCE MEASUREMENT,2022 3
777,2022,mobile_scanning_solution,2,GROW DEMAND,2022 2
778,2022,quadratic_complexity,6,GENERALIZATION,2022 6
779,2022,fast_r_cnn,4,POSE ESTIMATION,2022 4
780,2022,generalization,6,GENERALIZATION,2022 6
781,2022,long_range_lidar_system,0,OPEN SOURCE FRAMEWORK,2022 0
782,2022,semi_conductor_manufacturer,1,CONSTANT,2022 1
783,2022,scanning_range,3,ACCURATE DISTANCE MEASUREMENT,2022 3
784,2022,aspirin_bottle,1,CONSTANT,2022 1
785,2022,1.3_m,1,CONSTANT,2022 1
786,2022,imagenet_top_1_accuracy,1,CONSTANT,2022 1
787,2022,panoramic_imaging,3,ACCURATE DISTANCE MEASUREMENT,2022 3
788,2022,both_aquatic_and_terrestrial_environment,1,CONSTANT,2022 1
789,2022,label_smoothing,6,GENERALIZATION,2022 6
790,2022,detection_workflow,1,CONSTANT,2022 1
791,2022,uca_arcuata,1,CONSTANT,2022 1
792,2022,human_and_insect_vision,1,CONSTANT,2022 1
793,2022,flat_cornea,1,CONSTANT,2022 1
794,2022,artificial_intelligence_power_device,1,CONSTANT,2022 1
795,2022,hierarchical_transformer,1,CONSTANT,2022 1
796,2022,bio_inspire_vision,1,CONSTANT,2022 1
797,2022,fiddler_crab_compound_eye,1,CONSTANT,2022 1
798,2022,semi_conductor_market,1,CONSTANT,2022 1
799,2022,two_million_point,1,CONSTANT,2022 1
800,2022,panoramic_visual_field,7,RESULT,2022 7
801,2022,imagenet_1_k_dataset,1,CONSTANT,2022 1
802,2022,defocuse_effect,3,ACCURATE DISTANCE MEASUREMENT,2022 3
803,2022,spherical_mount,1,CONSTANT,2022 1
804,2022,google_brain_tensorflow,1,CONSTANT,2022 1
805,2022,exponential_contribution,1,CONSTANT,2022 1
806,2022,convenient_front_end,2,GROW DEMAND,2022 2
807,2022,computer_vision_relate_task,0,OPEN SOURCE FRAMEWORK,2022 0
808,2022,1.28_million_image,0,OPEN SOURCE FRAMEWORK,2022 0
809,2023,globe_newswire,1,GLOBAL LEADER,2023 1
810,2023,information,7,REASON,2023 7
811,2023,market_growth,8,TECHNOLOGICAL ADVANCEMENT,2023 8
812,2023,product,7,REASON,2023 7
813,2023,key_player,8,TECHNOLOGICAL ADVANCEMENT,2023 8
814,2023,industry,8,TECHNOLOGICAL ADVANCEMENT,2023 8
815,2023,forecast_period,8,TECHNOLOGICAL ADVANCEMENT,2023 8
816,2023,global_leader,1,GLOBAL LEADER,2023 1
817,2023,increase_demand,8,TECHNOLOGICAL ADVANCEMENT,2023 8
818,2023,late_trend,8,TECHNOLOGICAL ADVANCEMENT,2023 8
819,2023,artificial_intelligence,6,COMPUTER VISION,2023 6
820,2023,end_user,8,TECHNOLOGICAL ADVANCEMENT,2023 8
821,2023,full_report,7,REASON,2023 7
822,2023,international_and_regional_market,8,TECHNOLOGICAL ADVANCEMENT,2023 8
823,2023,generative_ai,2,AR AND VR TECHNOLOGY,2023 2
824,2023,asia_pacific,1,GLOBAL LEADER,2023 1
825,2023,informed_decision,7,REASON,2023 7
826,2023,top_company,8,TECHNOLOGICAL ADVANCEMENT,2023 8
827,2023,real_time,6,COMPUTER VISION,2023 6
828,2023,crucial_role,8,TECHNOLOGICAL ADVANCEMENT,2023 8
829,2023,competitive_landscape,8,TECHNOLOGICAL ADVANCEMENT,2023 8
830,2023,data_augmentation,6,COMPUTER VISION,2023 6
831,2023,machine_learning,6,COMPUTER VISION,2023 6
832,2023,researchandmarkets.com_offering,8,TECHNOLOGICAL ADVANCEMENT,2023 8
833,2023,world_leading_source,8,TECHNOLOGICAL ADVANCEMENT,2023 8
834,2023,paper,7,REASON,2023 7
835,2023,large_amount,6,COMPUTER VISION,2023 6
