,year,term,cluster_name,cluster,unique_cluster_name
343,2018,ceo_luca_verre,"1,000 CATEGORY",1,2018 1
344,2018,ic_insights_study,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
345,2018,near_and_long_term_strategy,"1,000 CATEGORY",1,2018 1
346,2018,large_object_surface,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
347,2018,cabin_monitor_camera,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
348,2018,how_early_experiment,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
349,2018,how_similar_technique,"1,000 CATEGORY",1,2018 1
350,2018,cmos_imaging_solution,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
351,2018,interior_driver,AUTONOMOUS VEHICLE,8,2018 8
352,2018,imagenet_image_classification,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
353,2018,melanoma_and_asl_classification,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
354,2018,self_guide_camera_drone,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
355,2018,programming_pleasure,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
356,2018,fast_photoelectric_conversion,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
357,2018,available_light_intensity,"1,000 CATEGORY",1,2018 1
358,2018,labeled_and_unlabele_dataset,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
359,2018,advanced_cyber_security_feature,"1,000 CATEGORY",1,2018 1
360,2018,"100,000_category",MICROSOFT CUSTOM VISION SERVICE,0,2018 0
361,2018,checker_play_robot,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
362,2018,network_edge_device,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
363,2018,0.3_mpixel,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
364,2018,computer_vision_advancement,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
365,2018,10_nm_process_technology,"1,000 CATEGORY",1,2018 1
366,2018,1.9_million_image,MICROSOFT CUSTOM VISION SERVICE,0,2018 0
367,2019,information,REAL WORLD,5,2019 5
368,2019,time,LIQUID LENS,8,2019 8
369,2019,globe_newswire,FAST HARDWARE,4,2019 4
370,2019,press_release,INDUSTRY LEADER,6,2019 6
371,2019,real_world,REAL WORLD,5,2019 5
372,2019,key_role,EMERGE TECHNOLOGY,2,2019 2
373,2019,product,INDUSTRY LEADER,6,2019 6
374,2019,artificial_intelligence,EMERGE TECHNOLOGY,2,2019 2
375,2019,chief_executive_officer,INDUSTRY LEADER,6,2019 6
376,2019,machine_learning,EMERGE TECHNOLOGY,2,2019 2
377,2019,picture,REAL WORLD,5,2019 5
378,2019,unblock_follow,FAST HARDWARE,4,2019 4
379,2019,co_founder,INDUSTRY LEADER,6,2019 6
380,2019,next_step,REAL WORLD,5,2019 5
381,2019,industry_leader,INDUSTRY LEADER,6,2019 6
382,2019,important_part,EMERGE TECHNOLOGY,2,2019 2
383,2019,way,REAL WORLD,5,2019 5
384,2019,increase_demand,EMERGE TECHNOLOGY,2,2019 2
385,2019,data_scientist,EMERGE TECHNOLOGY,2,2019 2
386,2019,battery_life,REAL WORLD,5,2019 5
387,2019,insight,DEEP UNDERSTANDING,1,2019 1
388,2019,side,LIQUID LENS,8,2019 8
389,2019,practice,INDUSTRY LEADER,6,2019 6
390,2019,food_industry,EMERGE TECHNOLOGY,2,2019 2
391,2019,forecast_period,DEEP UNDERSTANDING,1,2019 1
392,2019,low_cost,EMERGE TECHNOLOGY,2,2019 2
393,2019,end_user,EMERGE TECHNOLOGY,2,2019 2
394,2019,wide_variety,EMERGE TECHNOLOGY,2,2019 2
395,2019,emerge_technology,EMERGE TECHNOLOGY,2,2019 2
396,2019,blog_post,INDUSTRY LEADER,6,2019 6
397,2019,broad_range,EMERGE TECHNOLOGY,2,2019 2
398,2019,computer_science,PH.D. STUDENT,7,2019 7
399,2019,business_model,INDUSTRY LEADER,6,2019 6
400,2019,ai_system,EMERGE TECHNOLOGY,2,2019 2
401,2019,recent_study,PH.D. STUDENT,7,2019 7
402,2019,research_team,PH.D. STUDENT,7,2019 7
403,2019,grow_trend,EMERGE TECHNOLOGY,2,2019 2
404,2019,autonomous_vehicle,EMERGE TECHNOLOGY,2,2019 2
405,2019,deep_understanding,DEEP UNDERSTANDING,1,2019 1
406,2019,huge_amount,REAL WORLD,5,2019 5
407,2019,academic_expert,DEEP UNDERSTANDING,1,2019 1
408,2019,people,REAL WORLD,5,2019 5
409,2019,complex_problem,LARGE DATASET,3,2019 3
410,2019,intellectual_property,DEEP UNDERSTANDING,1,2019 1
411,2019,one_piece,DEEP UNDERSTANDING,1,2019 1
412,2019,small_group,DEEP UNDERSTANDING,1,2019 1
413,2019,facial_recognition,REAL WORLD,5,2019 5
414,2019,sponsor_opportunity,PH.D. STUDENT,7,2019 7
415,2019,high_performance,EMERGE TECHNOLOGY,2,2019 2
416,2019,self_drive_car,EMERGE TECHNOLOGY,2,2019 2
417,2019,tech_giant,INDUSTRY LEADER,6,2019 6
418,2019,neural_network,LARGE DATASET,3,2019 3
419,2019,researcher,DEEP UNDERSTANDING,1,2019 1
420,2019,size,DEEP UNDERSTANDING,1,2019 1
421,2019,data_set,LARGE DATASET,3,2019 3
422,2019,the_session,DEEP UNDERSTANDING,1,2019 1
423,2019,open_source,EMERGE TECHNOLOGY,2,2019 2
424,2019,event,DEEP UNDERSTANDING,1,2019 1
425,2019,living_room,REAL WORLD,5,2019 5
426,2019,potential,LARGE DATASET,3,2019 3
427,2019,company_ability,INDUSTRY LEADER,6,2019 6
428,2019,model,LARGE DATASET,3,2019 3
429,2019,virtual_reality,REAL WORLD,5,2019 5
430,2019,embed_vision,EMERGE TECHNOLOGY,2,2019 2
431,2019,energy_consumption,EMERGE TECHNOLOGY,2,2019 2
432,2019,natural_language_processing,LARGE DATASET,3,2019 3
433,2019,carbon_footprint,EMERGE TECHNOLOGY,2,2019 2
434,2019,fundamental_data,DEEP UNDERSTANDING,1,2019 1
435,2019,power_source,EMERGE TECHNOLOGY,2,2019 2
436,2019,smart_city,EMERGE TECHNOLOGY,2,2019 2
437,2019,financial_term,INDUSTRY LEADER,6,2019 6
438,2019,large_market,EMERGE TECHNOLOGY,2,2019 2
439,2019,image_sensor,REAL WORLD,5,2019 5
440,2019,cite_source,COCO DATA SET,0,2019 0
441,2019,process,DEEP UNDERSTANDING,1,2019 1
442,2019,significant_improvement,LARGE DATASET,3,2019 3
443,2019,economic_condition,DEEP UNDERSTANDING,1,2019 1
444,2019,human_brain,DEEP UNDERSTANDING,1,2019 1
445,2019,glance,REAL WORLD,5,2019 5
446,2019,graduate_student,PH.D. STUDENT,7,2019 7
447,2019,advanced_analytic,EMERGE TECHNOLOGY,2,2019 2
448,2019,result,LARGE DATASET,3,2019 3
449,2019,computer_vision_application,LARGE DATASET,3,2019 3
450,2019,late_round,INDUSTRY LEADER,6,2019 6
451,2019,phone_interview,DEEP UNDERSTANDING,1,2019 1
452,2019,coco_data_set,COCO DATA SET,0,2019 0
453,2019,32_gb,REAL WORLD,5,2019 5
454,2019,driverless_car,EMERGE TECHNOLOGY,2,2019 2
455,2019,specific_location,DEEP UNDERSTANDING,1,2019 1
456,2019,consumer_electronic,EMERGE TECHNOLOGY,2,2019 2
457,2019,future_direction,DEEP UNDERSTANDING,1,2019 1
458,2019,ultra_low_power_consumption,EMERGE TECHNOLOGY,2,2019 2
459,2019,microsoft_azure,EMERGE TECHNOLOGY,2,2019 2
460,2019,application,LARGE DATASET,3,2019 3
461,2019,software_developer,EMERGE TECHNOLOGY,2,2019 2
462,2019,almost_everything,REAL WORLD,5,2019 5
463,2019,annual_award,PH.D. STUDENT,7,2019 7
464,2019,14_million_image,FAST HARDWARE,4,2019 4
465,2019,point,DEEP UNDERSTANDING,1,2019 1
466,2019,object_detection,LARGE DATASET,3,2019 3
467,2019,traffic_light,EMERGE TECHNOLOGY,2,2019 2
468,2019,unique_challenge,EMERGE TECHNOLOGY,2,2019 2
469,2019,quality_assurance,DEEP UNDERSTANDING,1,2019 1
470,2019,aspect,EMERGE TECHNOLOGY,2,2019 2
471,2019,continued_success,EMERGE TECHNOLOGY,2,2019 2
472,2019,accuracy_gap,LARGE DATASET,3,2019 3
473,2019,talented_team,INDUSTRY LEADER,6,2019 6
474,2019,early_access,INDUSTRY LEADER,6,2019 6
475,2019,voice_control,REAL WORLD,5,2019 5
476,2019,digital_camera,REAL WORLD,5,2019 5
477,2019,self_attention,LARGE DATASET,3,2019 3
478,2019,solution,LARGE DATASET,3,2019 3
479,2019,feature_extraction,LARGE DATASET,3,2019 3
480,2019,large_dataset,LARGE DATASET,3,2019 3
481,2019,surround_environment,DEEP UNDERSTANDING,1,2019 1
482,2019,pc_base_machine_vision_system,EMERGE TECHNOLOGY,2,2019 2
483,2019,model_scaling,EMERGE TECHNOLOGY,2,2019 2
484,2019,raw_signal,LARGE DATASET,3,2019 3
485,2019,skin_tone,REAL WORLD,5,2019 5
486,2019,two_way_nature,FAST HARDWARE,4,2019 4
487,2019,english_language_search,COCO DATA SET,0,2019 0
488,2019,odd_angle,COCO DATA SET,0,2019 0
489,2019,edge_device,EMERGE TECHNOLOGY,2,2019 2
490,2019,face_id,REAL WORLD,5,2019 5
491,2019,bayesian_framework,LARGE DATASET,3,2019 3
492,2019,company_spokesperson,INDUSTRY LEADER,6,2019 6
493,2019,company_contact,COCO DATA SET,0,2019 0
494,2019,build_security_feature,FAST HARDWARE,4,2019 4
495,2019,inert_object,COCO DATA SET,0,2019 0
496,2019,predictive_maintenance,EMERGE TECHNOLOGY,2,2019 2
497,2019,cross_section,LIQUID LENS,8,2019 8
498,2019,50_country,DEEP UNDERSTANDING,1,2019 1
499,2019,explanation_method,LARGE DATASET,3,2019 3
500,2019,visual_search,REAL WORLD,5,2019 5
501,2019,environmental_law,DEEP UNDERSTANDING,1,2019 1
502,2019,collaborative_robot,EMERGE TECHNOLOGY,2,2019 2
503,2019,rapidly_advance_area,EMERGE TECHNOLOGY,2,2019 2
504,2019,frame_rate,REAL WORLD,5,2019 5
505,2019,computer_programme,LARGE DATASET,3,2019 3
506,2019,enforceable_claim,DEEP UNDERSTANDING,1,2019 1
507,2019,common_standard,DEEP UNDERSTANDING,1,2019 1
508,2019,scientific_discovery,DEEP UNDERSTANDING,1,2019 1
509,2019,peer_review,PH.D. STUDENT,7,2019 7
510,2019,researcher_specification,FAST HARDWARE,4,2019 4
511,2019,ph.d._student,PH.D. STUDENT,7,2019 7
512,2019,initial_launch,INDUSTRY LEADER,6,2019 6
513,2019,individual,DEEP UNDERSTANDING,1,2019 1
514,2019,think_leadership,INDUSTRY LEADER,6,2019 6
515,2019,cloud_computing_service,EMERGE TECHNOLOGY,2,2019 2
516,2019,crypto_product,COCO DATA SET,0,2019 0
517,2019,poor_household,DEEP UNDERSTANDING,1,2019 1
518,2019,fine_tuning,LARGE DATASET,3,2019 3
519,2019,seven_task,DEEP UNDERSTANDING,1,2019 1
520,2019,video_analysis,LARGE DATASET,3,2019 3
521,2019,extra_weight,DEEP UNDERSTANDING,1,2019 1
522,2019,corresponding_author,PH.D. STUDENT,7,2019 7
523,2019,company_sec_filing,INDUSTRY LEADER,6,2019 6
524,2019,benchmark_test,LARGE DATASET,3,2019 3
525,2019,convolutional_layer,LARGE DATASET,3,2019 3
526,2019,object_net,COCO DATA SET,0,2019 0
527,2019,art_project,DEEP UNDERSTANDING,1,2019 1
528,2019,czech_republic,COCO DATA SET,0,2019 0
529,2019,cornell_researcher,PH.D. STUDENT,7,2019 7
530,2019,ibm_watson,EMERGE TECHNOLOGY,2,2019 2
531,2019,diabetic_retinopathy,COCO DATA SET,0,2019 0
532,2019,basic_requirement,DEEP UNDERSTANDING,1,2019 1
533,2019,electrical_and_computer_engineering,PH.D. STUDENT,7,2019 7
534,2019,compute_resource,EMERGE TECHNOLOGY,2,2019 2
535,2019,content_moderation,FAST HARDWARE,4,2019 4
536,2019,light_wave,LIQUID LENS,8,2019 8
537,2019,40_organization,DEEP UNDERSTANDING,1,2019 1
538,2019,only_the_first_step,DEEP UNDERSTANDING,1,2019 1
539,2019,untold_number,DEEP UNDERSTANDING,1,2019 1
540,2019,connected_home,EMERGE TECHNOLOGY,2,2019 2
541,2019,exchange_rate_fluctuation,DEEP UNDERSTANDING,1,2019 1
542,2019,white_background,REAL WORLD,5,2019 5
543,2019,european_headquarters,COCO DATA SET,0,2019 0
544,2019,european_institution,DEEP UNDERSTANDING,1,2019 1
545,2019,large_collaborative_effort,PH.D. STUDENT,7,2019 7
546,2019,2019_conference,PH.D. STUDENT,7,2019 7
547,2019,cnn_architecture,LARGE DATASET,3,2019 3
548,2019,conventional_approach,LARGE DATASET,3,2019 3
549,2019,broad_population,DEEP UNDERSTANDING,1,2019 1
550,2019,bow_tie,DEEP UNDERSTANDING,1,2019 1
551,2019,dark_area,REAL WORLD,5,2019 5
552,2019,sneak_peak,INDUSTRY LEADER,6,2019 6
553,2019,depth_perception,REAL WORLD,5,2019 5
554,2019,eye_injury,COCO DATA SET,0,2019 0
555,2019,word_classification,LARGE DATASET,3,2019 3
556,2019,racist_slur,FAST HARDWARE,4,2019 4
557,2019,correct_prediction,LARGE DATASET,3,2019 3
558,2019,social_media_site,FAST HARDWARE,4,2019 4
559,2019,popular_tool,LARGE DATASET,3,2019 3
560,2019,360_degree_camera,REAL WORLD,5,2019 5
561,2019,collision_avoidance,EMERGE TECHNOLOGY,2,2019 2
562,2019,air_bubble,LIQUID LENS,8,2019 8
563,2019,electrical_pulse,LIQUID LENS,8,2019 8
564,2019,axis_technology,FAST HARDWARE,4,2019 4
565,2019,customer_order_pattern,INDUSTRY LEADER,6,2019 6
566,2019,bahrain_bangladesh,CHAD CHILE,9,2019 9
567,2019,adversarial_attack,LARGE DATASET,3,2019 3
568,2019,augmented_reality_ar_device,EMERGE TECHNOLOGY,2,2019 2
569,2019,batch_normalization,LARGE DATASET,3,2019 3
570,2019,fair_comparison,LARGE DATASET,3,2019 3
571,2019,austria_azerbaijan,CHAD CHILE,9,2019 9
572,2019,remain_half,DEEP UNDERSTANDING,1,2019 1
573,2019,core_portfolio,INDUSTRY LEADER,6,2019 6
574,2019,dominican_republic_east_timor_ecuador,CHAD CHILE,9,2019 9
575,2019,hyperspectral_imaging,DEEP UNDERSTANDING,1,2019 1
576,2019,bias,DEEP UNDERSTANDING,1,2019 1
577,2019,now_an_assistant_professor,PH.D. STUDENT,7,2019 7
578,2019,semantic_segmentation,LARGE DATASET,3,2019 3
579,2019,field_response,LIQUID LENS,8,2019 8
580,2019,4th_edition,PH.D. STUDENT,7,2019 7
581,2019,cognitive_neuroscientist,DEEP UNDERSTANDING,1,2019 1
582,2019,containerized_app,EMERGE TECHNOLOGY,2,2019 2
583,2019,bounding_box,LARGE DATASET,3,2019 3
584,2019,display_driver,REAL WORLD,5,2019 5
585,2019,complimentary_subscription,CHAD CHILE,9,2019 9
586,2019,barbuda_argentina,CHAD CHILE,9,2019 9
587,2019,thin_glass,LIQUID LENS,8,2019 8
588,2019,deep_flaw,DEEP UNDERSTANDING,1,2019 1
589,2019,alpha_release,COCO DATA SET,0,2019 0
590,2019,reliability_concern,EMERGE TECHNOLOGY,2,2019 2
591,2019,ample_growth_opportunity,EMERGE TECHNOLOGY,2,2019 2
592,2019,fast_hardware,FAST HARDWARE,4,2019 4
593,2019,expect_pattern,DEEP UNDERSTANDING,1,2019 1
594,2019,offender,COCO DATA SET,0,2019 0
595,2019,"1,000_image",FAST HARDWARE,4,2019 4
596,2019,cross_validation,LARGE DATASET,3,2019 3
597,2019,facebook_system,FAST HARDWARE,4,2019 4
598,2019,four_volunteer,DEEP UNDERSTANDING,1,2019 1
599,2019,experimental_testing,LARGE DATASET,3,2019 3
600,2019,grid_search,LARGE DATASET,3,2019 3
601,2019,revolutionary_technique,EMERGE TECHNOLOGY,2,2019 2
602,2019,google_tensor_processing_unit,FAST HARDWARE,4,2019 4
603,2019,classifier,LARGE DATASET,3,2019 3
604,2019,sample_subset,LARGE DATASET,3,2019 3
605,2019,daily_living_activity,DEEP UNDERSTANDING,1,2019 1
606,2019,"around_2,200_people",COCO DATA SET,0,2019 0
607,2019,chad_chile,CHAD CHILE,9,2019 9
608,2019,botswana_brazil,CHAD CHILE,9,2019 9
609,2019,business_insider_reporter,FAST HARDWARE,4,2019 4
610,2019,mri_scanning,DEEP UNDERSTANDING,1,2019 1
611,2019,north_carolina_state_university_researcher,PH.D. STUDENT,7,2019 7
612,2019,ajax_power_gravity_forms,COCO DATA SET,0,2019 0
613,2019,biometric_lock,FAST HARDWARE,4,2019 4
614,2019,consumer_face_service,INDUSTRY LEADER,6,2019 6
615,2019,typical_route,COCO DATA SET,0,2019 0
616,2019,amazon_mechanical_turk,DEEP UNDERSTANDING,1,2019 1
617,2019,handwritten_number,LARGE DATASET,3,2019 3
618,2019,browser_base_interface,FAST HARDWARE,4,2019 4
619,2019,lift_gate,LIQUID LENS,8,2019 8
620,2019,google_ai_research_division,PH.D. STUDENT,7,2019 7
621,2019,high_tech_upgrade,FAST HARDWARE,4,2019 4
622,2019,360_capital_partners,INDUSTRY LEADER,6,2019 6
623,2019,openvino_toolkit,FAST HARDWARE,4,2019 4
624,2019,closed_feedback_loop,LIQUID LENS,8,2019 8
625,2019,cmu_robotics_institute,PH.D. STUDENT,7,2019 7
626,2019,fabless_semiconductor_solution_provider,COCO DATA SET,0,2019 0
627,2019,accelerator_chip,FAST HARDWARE,4,2019 4
628,2019,costa_rica_côte,CHAD CHILE,9,2019 9
629,2019,djibouti_dominica,CHAD CHILE,9,2019 9
630,2019,ai_trendsto,CHAD CHILE,9,2019 9
631,2019,digital_camera_solution,COCO DATA SET,0,2019 0
632,2019,algeria_american_samoa_andorra_angola_antigua,CHAD CHILE,9,2019 9
633,2019,china_colombia_comoros_congo,CHAD CHILE,9,2019 9
634,2019,operational_edge,FAST HARDWARE,4,2019 4
635,2019,enhance_detail,DEEP UNDERSTANDING,1,2019 1
636,2019,modern_smartphone,REAL WORLD,5,2019 5
637,2019,liquid_lens,LIQUID LENS,8,2019 8
638,2019,clinical_and_regulatory_pathway,FAST HARDWARE,4,2019 4
639,2019,artist_trevor_paglen,FAST HARDWARE,4,2019 4
640,2019,computational_budget,LARGE DATASET,3,2019 3
641,2019,$_2.4_million_grant,PH.D. STUDENT,7,2019 7
642,2019,enterprise_asset_intelligence_vision,INDUSTRY LEADER,6,2019 6
643,2019,crowdsourced_database,REAL WORLD,5,2019 5
644,2019,production_task,COCO DATA SET,0,2019 0
645,2019,100_class,FAST HARDWARE,4,2019 4
646,2019,subtle_similarity,DEEP UNDERSTANDING,1,2019 1
647,2019,normal_setup,FAST HARDWARE,4,2019 4
648,2019,custom_kernel,FAST HARDWARE,4,2019 4
649,2019,supervised_baseline,FAST HARDWARE,4,2019 4
650,2019,possible_orientation,DEEP UNDERSTANDING,1,2019 1
651,2019,volunteer,PH.D. STUDENT,7,2019 7
652,2019,accurate_counting,LIQUID LENS,8,2019 8
653,2019,intel_openvino,COCO DATA SET,0,2019 0
654,2019,contribute_talk,PH.D. STUDENT,7,2019 7
655,2019,surprising_failure,DEEP UNDERSTANDING,1,2019 1
656,2019,photo_assignment,FAST HARDWARE,4,2019 4
657,2019,machine_learn_training_process,COCO DATA SET,0,2019 0
658,2019,64_graphic_card,FAST HARDWARE,4,2019 4
659,2019,ukiva_machine_vision_conference,COCO DATA SET,0,2019 0
660,2019,ai_base_machine_learning,COCO DATA SET,0,2019 0
661,2019,simple_elegant_way,FAST HARDWARE,4,2019 4
662,2019,ai_recruitment_tool,COCO DATA SET,0,2019 0
663,2019,one_such_advantage,COCO DATA SET,0,2019 0
664,2019,$_28_million_round,INDUSTRY LEADER,6,2019 6
665,2019,problematic_training_data,COCO DATA SET,0,2019 0
666,2019,translucent_square,COCO DATA SET,0,2019 0
667,2019,then_a_post_doctoral_fellow,COCO DATA SET,0,2019 0
668,2019,computer_vision_app,COCO DATA SET,0,2019 0
669,2019,simple_structure,LIQUID LENS,8,2019 8
670,2019,iconic_position,FAST HARDWARE,4,2019 4
671,2019,both_perseverance,COCO DATA SET,0,2019 0
672,2019,extended_abstract,PH.D. STUDENT,7,2019 7
673,2019,google_landmarks_v2,COCO DATA SET,0,2019 0
674,2019,commodity_processor,FAST HARDWARE,4,2019 4
675,2019,core_block,LIQUID LENS,8,2019 8
676,2019,widely_use_benchmark,COCO DATA SET,0,2019 0
677,2019,modern_boom,COCO DATA SET,0,2019 0
678,2019,kate_crawford,PH.D. STUDENT,7,2019 7
679,2019,huge_database,FAST HARDWARE,4,2019 4
680,2019,both_imagenet,COCO DATA SET,0,2019 0
681,2019,264_home,COCO DATA SET,0,2019 0
682,2019,imagenet_a,COCO DATA SET,0,2019 0
683,2019,deep_learning_application,COCO DATA SET,0,2019 0
684,2019,yu_lab,COCO DATA SET,0,2019 0
685,2019,pay_freelancer,COCO DATA SET,0,2019 0
686,2019,data_annotator,COCO DATA SET,0,2019 0
687,2019,android_cell_phone,REAL WORLD,5,2019 5
688,2019,simple_smart_glass,COCO DATA SET,0,2019 0
689,2019,fix_resource_constraint,FAST HARDWARE,4,2019 4
690,2019,360_toolkit,COCO DATA SET,0,2019 0
691,2019,disease_or_injure_eye_anatomy,COCO DATA SET,0,2019 0
692,2019,three_image_classification_benchmark,COCO DATA SET,0,2019 0
693,2019,only_single_object,COCO DATA SET,0,2019 0
694,2019,backlit_scene,COCO DATA SET,0,2019 0
695,2019,model_interpretability_score,COCO DATA SET,0,2019 0
696,2019,5_benchmark,COCO DATA SET,0,2019 0
697,2019,imagenet_roulette,COCO DATA SET,0,2019 0
698,2019,microsoft_coco_benchmark,COCO DATA SET,0,2019 0
699,2019,coherent_example,COCO DATA SET,0,2019 0
700,2019,error_free_assembly,COCO DATA SET,0,2019 0
701,2019,scale_dimension,COCO DATA SET,0,2019 0
702,2019,dynamic_dictionary,LARGE DATASET,3,2019 3
703,2019,350_category,FAST HARDWARE,4,2019 4
704,2019,e.g._pixel,COCO DATA SET,0,2019 0
705,2019,automatic_annotation,LARGE DATASET,3,2019 3
706,2019,instance_semantic_segmentation,COCO DATA SET,0,2019 0
707,2019,safety_critical_system,FAST HARDWARE,4,2019 4
708,2019,encode_key,FAST HARDWARE,4,2019 4
709,2019,ai_model,COCO DATA SET,0,2019 0
710,2019,previous_network_system,COCO DATA SET,0,2019 0
711,2019,analyze_layer,COCO DATA SET,0,2019 0
